;REPORTE SEMANAL COMIDA RAPIDA,,,,,,,
;Filtro:(Fecha Venta  Between  9/11/2020 AND 15/11/2020)  AND (Departamento  = COMIDA RAPIDA) ,,,,,,,
Article Description,Category,Departament,Date of Sale,Sold Quantity,Total Sales,Total (Without Tax),Sale hour
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,11/11/2020 21:17:55,2,282,245.2174,21:17:55.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,11/11/2020 21:04:46,1,141,122.6087,21:04:46.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,11/11/2020 20:39:19,1,141,122.6087,20:39:19.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 09:28:51,1,141,122.6087,09:28:51.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 09:24:18,4,564,490.4348,09:24:18.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 12:46:02,1,141,122.6087,12:46:02.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 11:33:23,1,141,122.6087,11:33:23.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 11:49:17,1,141,122.6087,11:49:17.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 12:05:10,1,141,122.6087,12:05:10.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 12:24:55,1,112.8,98.087,12:24:55.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 14:23:52,1,141,122.6087,14:23:52.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 14:44:37,1,141,122.6087,14:44:37.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 14:48:50,1,141,122.6087,14:48:50.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 08:22:12,1,141,122.6087,08:22:12.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 09:18:03,1,141,122.6087,09:18:03.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 09:51:56,1,141,122.6087,09:51:56.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 10:28:43,1,141,122.6087,10:28:43.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 10:41:02,1,141,122.6087,10:41:02.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 11:32:08,1,141,122.6087,11:32:08.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 10:20:48,1,141,122.6087,10:20:48.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 11:29:46,1,141,122.6087,11:29:46.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 12:40:28,1,141,122.6087,12:40:28.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 12:13:18,1,141,122.6087,12:13:18.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 13:49:18,1,141,122.6087,13:49:18.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 14:04:19,1,141,122.6087,14:04:19.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 15:43:07,1,141,122.6087,15:43:07.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 15:47:27,1,141,122.6087,15:47:27.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 15:55:11,1,141,122.6087,15:55:11.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 16:52:48,1,141,122.6087,16:52:48.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 18:26:06,1,141,122.6087,18:26:06.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 19:08:31,1,141,122.6087,19:08:31.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 20:02:28,1,141,122.6087,20:02:28.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 20:11:29,1,141,122.6087,20:11:29.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 18:25:53,1,141,122.6087,18:25:53.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 18:57:26,1,141,122.6087,18:57:26.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,15/11/2020 20:24:02,1,141,122.6087,20:24:02.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 15:43:06,2,282,245.2174,15:43:06.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 16:03:10,1,141,122.6087,16:03:10.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 15:32:47,1,141,122.6087,15:32:47.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 16:56:52,1,141,122.6087,16:56:52.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 18:35:27,1,141,122.6087,18:35:27.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 18:23:46,1,141,122.6087,18:23:46.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 19:14:14,1,141,122.6087,19:14:14.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,12/11/2020 19:48:59,1,141,122.6087,19:48:59.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,13/11/2020 09:57:46,1,141,122.6087,09:57:46.0000000
CB 3 PIEZAS POLLO ,CB/POLLO,COMIDA RAPIDA,13/11/2020 10:51:19,1,141,122.6087,10:51:19.0000000
 CB 4 TENDERSDEPOLLO+REF16OZ,,,,22.00,"L2,267.20","L1,971.48",
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,13/11/2020 13:12:30,1,104,90.4348,13:12:30.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,13/11/2020 13:48:19,1,104,90.4348,13:48:19.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,9/11/2020 12:52:22,1,104,90.4348,12:52:22.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,9/11/2020 16:47:28,1,104,90.4348,16:47:28.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,9/11/2020 20:55:07,1,104,90.4348,20:55:07.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,14/11/2020 13:18:34,1,104,90.4348,13:18:34.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,10/11/2020 15:55:55,1,104,90.4348,15:55:55.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,10/11/2020 19:01:40,1,104,90.4348,19:01:40.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,10/11/2020 19:25:55,1,104,90.4348,19:25:55.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 09:13:15,1,104,90.4348,09:13:15.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 12:34:57,1,104,90.4348,12:34:57.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 13:20:55,1,104,90.4348,13:20:55.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 19:22:32,1,104,90.4348,19:22:32.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,12/11/2020 09:03:55,1,83.2,72.3478,09:03:55.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,12/11/2020 13:01:11,1,104,90.4348,13:01:11.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,12/11/2020 13:40:14,1,104,90.4348,13:40:14.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,15/11/2020 11:32:08,1,104,90.4348,11:32:08.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,15/11/2020 10:47:53,1,104,90.4348,10:47:53.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,15/11/2020 12:42:41,2,208,180.8696,12:42:41.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,15/11/2020 16:23:43,1,104,90.4348,16:23:43.0000000
CB 4 TENDERSDEPOLLO+REF16OZ,CB/POLLO,COMIDA RAPIDA,12/11/2020 17:14:37,1,104,90.4348,17:14:37.0000000
 CB BACON GRILL ,,,,3.00,L365.00,L317.39,
CB BACON GRILL ,CB/SANDWICHES,COMIDA RAPIDA,14/11/2020 11:51:35,1,107,93.0435,11:51:35.0000000
CB BACON GRILL ,CB/SANDWICHES,COMIDA RAPIDA,12/11/2020 11:26:59,1,129,112.1739,11:26:59.0000000
CB BACON GRILL ,CB/SANDWICHES,COMIDA RAPIDA,13/11/2020 08:46:45,1,129,112.1739,08:46:45.0000000
 CB CHICKEN BITES+REF12OZPEP,,,,13.00,"L1,352.00","L1,175.65",
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,13/11/2020 13:12:30,1,104,90.4348,13:12:30.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,9/11/2020 13:54:31,1,104,90.4348,13:54:31.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,14/11/2020 08:14:36,2,208,180.8696,08:14:36.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,10/11/2020 13:06:36,1,104,90.4348,13:06:36.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 09:05:06,1,104,90.4348,09:05:06.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 11:32:26,2,208,180.8696,11:32:26.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,12/11/2020 13:01:30,1,104,90.4348,13:01:30.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 11:13:13,1,104,90.4348,11:13:13.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 13:56:11,1,104,90.4348,13:56:11.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 15:00:00,1,104,90.4348,15:00:00.0000000
CB CHICKEN BITES+REF12OZPEP,ORD/DESAYUNOS,COMIDA RAPIDA,15/11/2020 17:50:58,1,104,90.4348,17:50:58.0000000
 CB CHICKEN NACHOS+REF16OZ,,,,32.00,"L2,938.80","L2,555.48",
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,13/11/2020 09:28:17,2,186,161.7391,09:28:17.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,13/11/2020 13:44:21,2,186,161.7391,13:44:21.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,13/11/2020 16:34:45,1,93,80.8696,16:34:45.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,13/11/2020 16:02:43,1,93,80.8696,16:02:43.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,9/11/2020 10:48:39,1,93,80.8696,10:48:39.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,13/11/2020 21:15:31,1,93,80.8696,21:15:31.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,14/11/2020 12:29:00,1,93,80.8696,12:29:00.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,14/11/2020 09:44:45,1,93,80.8696,09:44:45.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,9/11/2020 17:12:48,1,93,80.8696,17:12:48.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,10/11/2020 15:40:58,1,93,80.8696,15:40:58.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,10/11/2020 17:12:16,1,93,80.8696,17:12:16.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,10/11/2020 20:02:56,1,74.4,64.6956,20:02:56.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 10:22:54,1,93,80.8696,10:22:54.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 10:33:31,1,74.4,64.6956,10:33:31.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 11:33:50,1,93,80.8696,11:33:50.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 17:46:15,1,93,80.8696,17:46:15.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 18:12:06,1,93,80.8696,18:12:06.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 19:12:22,1,93,80.8696,19:12:22.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,11/11/2020 20:42:44,1,93,80.8696,20:42:44.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,12/11/2020 09:12:22,1,93,80.8696,09:12:22.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,12/11/2020 14:37:40,1,93,80.8696,14:37:40.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,15/11/2020 11:28:50,3,279,242.6087,11:28:50.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,15/11/2020 15:26:35,1,93,80.8696,15:26:35.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,15/11/2020 17:05:48,1,93,80.8696,17:05:48.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,15/11/2020 21:04:05,1,93,80.8696,21:04:05.0000000
CB CHICKEN NACHOS+REF16OZ,CB/POLLO,COMIDA RAPIDA,12/11/2020 21:33:41,3,279,242.6087,21:33:41.0000000
 CB CHORIPAN+PAPAST+PEPSILATA,,,,12.00,"L1,451.80","L1,262.44",
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,9/11/2020 11:58:48,2,244,212.1739,11:58:48.0000000
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,9/11/2020 14:17:49,1,122,106.087,14:17:49.0000000
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,14/11/2020 08:29:12,1,122,106.087,08:29:12.0000000
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,14/11/2020 11:12:27,1,122,106.087,11:12:27.0000000
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,10/11/2020 15:33:29,1,122,106.087,15:33:29.0000000
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,11/11/2020 12:24:13,1,122,106.087,12:24:13.0000000
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,11/11/2020 17:40:01,2,244,212.1739,17:40:01.0000000
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,12/11/2020 09:33:43,1,109.8,95.4783,09:33:43.0000000
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,12/11/2020 13:44:19,1,122,106.087,13:44:19.0000000
CB CHORIPAN+PAPAST+PEPSILATA,CB/SANDWICHES,COMIDA RAPIDA,12/11/2020 15:07:31,1,122,106.087,15:07:31.0000000
 CB CROISS+CAFE8OZ,,,,27.00,"L2,295.00","L1,995.65",
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 08:13:35,2,170,147.8261,08:13:35.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,9/11/2020 07:24:33,1,85,73.9131,07:24:33.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 06:21:45,1,85,73.9131,06:21:45.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 08:58:11,2,170,147.8261,08:58:11.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 06:53:44,1,85,73.9131,06:53:44.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 18:25:09,1,85,73.9131,18:25:09.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:04:12,1,85,73.9131,10:04:12.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:05:09,1,85,73.9131,10:05:09.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,10/11/2020 10:07:52,1,85,73.9131,10:07:52.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,10/11/2020 15:55:55,1,85,73.9131,15:55:55.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,11/11/2020 06:54:23,1,85,73.9131,06:54:23.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,11/11/2020 07:27:18,1,85,73.9131,07:27:18.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,11/11/2020 15:28:08,1,85,73.9131,15:28:08.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,12/11/2020 07:42:09,1,85,73.9131,07:42:09.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,12/11/2020 10:17:55,1,85,73.9131,10:17:55.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,12/11/2020 10:18:37,1,85,73.9131,10:18:37.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:29:43,1,85,73.9131,08:29:43.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:43:29,3,255,221.7391,08:43:29.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:18:10,1,85,73.9131,09:18:10.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 09:38:01,1,85,73.9131,09:38:01.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 12:26:38,-1,-85,-73.9131,12:26:38.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 11:59:29,1,85,73.9131,11:59:29.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 08:23:19,1,85,73.9131,08:23:19.0000000
CB CROISS+CAFE8OZ,CB/DESAYUNOS,COMIDA RAPIDA,12/11/2020 19:20:17,2,170,147.8261,19:20:17.0000000
 CB CROISS+REF21OZ,,,,10.00,L850.00,L739.13,
CB CROISS+REF21OZ,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 09:19:09,1,85,73.9131,09:19:09.0000000
CB CROISS+REF21OZ,CB/DESAYUNOS,COMIDA RAPIDA,10/11/2020 07:10:03,1,85,73.9131,07:10:03.0000000
CB CROISS+REF21OZ,CB/DESAYUNOS,COMIDA RAPIDA,10/11/2020 09:39:40,2,170,147.8261,09:39:40.0000000
CB CROISS+REF21OZ,CB/DESAYUNOS,COMIDA RAPIDA,11/11/2020 06:26:32,1,85,73.9131,06:26:32.0000000
CB CROISS+REF21OZ,CB/DESAYUNOS,COMIDA RAPIDA,11/11/2020 17:30:44,2,170,147.8261,17:30:44.0000000
CB CROISS+REF21OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 08:29:43,1,85,73.9131,08:29:43.0000000
CB CROISS+REF21OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 10:38:15,1,85,73.9131,10:38:15.0000000
CB CROISS+REF21OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 12:27:43,1,85,73.9131,12:27:43.0000000
 CB DESAYCATRACHO+REF16OZ,,,,28.00,"L2,912.00","L2,532.17",
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 07:23:51,1,104,90.4348,07:23:51.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 07:29:06,3,312,271.3044,07:29:06.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,9/11/2020 11:36:04,1,104,90.4348,11:36:04.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 18:41:17,2,208,180.8696,18:41:17.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 07:26:17,1,104,90.4348,07:26:17.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 07:36:19,1,104,90.4348,07:36:19.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 08:20:06,2,208,180.8696,08:20:06.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 09:44:45,1,104,90.4348,09:44:45.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 10:14:28,1,104,90.4348,10:14:28.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 11:23:26,1,104,90.4348,11:23:26.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,10/11/2020 07:07:36,1,104,90.4348,07:07:36.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,10/11/2020 09:16:08,1,104,90.4348,09:16:08.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,10/11/2020 19:25:04,1,104,90.4348,19:25:04.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,11/11/2020 06:10:06,1,104,90.4348,06:10:06.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,11/11/2020 10:27:49,2,208,180.8696,10:27:49.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,12/11/2020 10:23:02,2,208,180.8696,10:23:02.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 11:00:11,1,104,90.4348,11:00:11.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 11:15:08,1,104,90.4348,11:15:08.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 13:05:00,2,208,180.8696,13:05:00.0000000
CB DESAYCATRACHO+REF16OZ,CB/DESAYUNOS,COMIDA RAPIDA,12/11/2020 21:44:50,2,208,180.8696,21:44:50.0000000
 CB DESAYUNO AMERICANO +CAF…,,,,2.00,L174.00,L151.30,
CB DESAYUNO AMERICANO +CAF…,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 09:40:02,1,87,75.6522,09:40:02.0000000
CB DESAYUNO AMERICANO +CAF…,CB/DESAYUNOS,COMIDA RAPIDA,15/11/2020 07:54:09,1,87,75.6522,07:54:09.0000000
 CB DESAYUNO CATRACHO+CAF…,,,,56.00,"L5,740.80","L4,992.00",
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 07:23:51,2,208,180.8696,07:23:51.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 07:22:59,1,104,90.4348,07:22:59.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 07:54:18,1,104,90.4348,07:54:18.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,13/11/2020 07:39:01,2,208,180.8696,07:39:01.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,9/11/2020 08:19:02,1,104,90.4348,08:19:02.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,9/11/2020 08:31:05,3,312,271.3044,08:31:05.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,9/11/2020 08:48:35,2,208,180.8696,08:48:35.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,9/11/2020 09:12:46,1,104,90.4348,09:12:46.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 07:26:17,1,104,90.4348,07:26:17.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 07:36:19,2,208,180.8696,07:36:19.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 08:07:05,2,208,180.8696,08:07:05.0000000
CB DESAYUNO CATRACHO+CAF…,CB/DESAYUNOS,COMIDA RAPIDA,14/11/2020 08:10:08,1,104,90.4348,08:10:08.0000000
